Test Date:	Model	FWVer	SerialNumber	ImageFileName	YCenter	XCenter	Estimated_Magn	Actual_Meas_Magn	ZoomEncPos	ZoomPos	Rho	
23/07/2019 11:07:18 AM		4.00.400935	005695288	9851.jpeg	788	1051	1.020917	1.028995	9851	1.048	System.Windows.Forms.TextBox, Text: 0.885673	
23/07/2019 11:07:40 AM		4.00.400935	005695288	9856.jpeg	750	1051	1.020917	1.032589	9856	1.052	System.Windows.Forms.TextBox, Text: 0.882231	
23/07/2019 11:08:01 AM		4.00.400935	005695288	9861.jpeg	787	1055	1.048887	1.036790	9861	1.056	System.Windows.Forms.TextBox, Text: 0.888470	
23/07/2019 11:08:22 AM		4.00.400935	005695288	9866.jpeg	750	1053	1.048887	1.040437	9866	1.06	System.Windows.Forms.TextBox, Text: 0.889065	
23/07/2019 11:08:43 AM		4.00.400935	005695288	9871.jpeg	750	1055	1.034713	1.044695	9871	1.064	System.Windows.Forms.TextBox, Text: 0.888980	
23/07/2019 11:09:04 AM		4.00.400935	005695288	9876.jpeg	750	1055	1.034713	1.048272	9876	1.068	System.Windows.Forms.TextBox, Text: 0.891672	
23/07/2019 11:09:26 AM		4.00.400935	005695288	9881.jpeg	778	1055	1.063455	1.052726	9881	1.072	System.Windows.Forms.TextBox, Text: 0.892085	
23/07/2019 11:09:47 AM		4.00.400935	005695288	9886.jpeg	754	1053	1.048887	1.056261	9886	1.076	System.Windows.Forms.TextBox, Text: 0.889418	
23/07/2019 11:10:08 AM		4.00.400935	005695288	9891.jpeg	751	1055	1.048887	1.060633	9891	1.08	System.Windows.Forms.TextBox, Text: 0.890321	
23/07/2019 11:10:29 AM		4.00.400935	005695288	9896.jpeg	751	1053	1.078433	1.064542	9896	1.084	System.Windows.Forms.TextBox, Text: 0.892776	
23/07/2019 11:10:51 AM		4.00.400935	005695288	9901.jpeg	754	1053	1.078433	1.068861	9901	1.088	System.Windows.Forms.TextBox, Text: 0.892475	
23/07/2019 11:11:12 AM		4.00.400935	005695288	9906.jpeg	753	1051	1.063455	1.072802	9906	1.092	System.Windows.Forms.TextBox, Text: 0.893583	
23/07/2019 11:11:33 AM		4.00.400935	005695288	9911.jpeg	753	1053	1.063455	1.077226	9911	1.097	System.Windows.Forms.TextBox, Text: 0.895777	
23/07/2019 11:11:54 AM		4.00.400935	005695288	9916.jpeg	753	1053	1.093840	1.081283	9916	1.101	System.Windows.Forms.TextBox, Text: 0.896367	
23/07/2019 11:12:15 AM		4.00.400935	005695288	9921.jpeg	753	1053	1.093840	1.085761	9921	1.105	System.Windows.Forms.TextBox, Text: 0.895518	
23/07/2019 11:12:37 AM		4.00.400935	005695288	9926.jpeg	753	1055	1.078433	1.089663	9926	1.109	System.Windows.Forms.TextBox, Text: 0.895382	
23/07/2019 11:12:58 AM		4.00.400935	005695288	9931.jpeg	752	1053	1.109692	1.094141	9931	1.113	System.Windows.Forms.TextBox, Text: 0.896910	
23/07/2019 11:13:19 AM		4.00.400935	005695288	9936.jpeg	752	1052	1.109692	1.098055	9936	1.118	System.Windows.Forms.TextBox, Text: 0.897795	
23/07/2019 11:13:40 AM		4.00.400935	005695288	9941.jpeg	752	1053	1.093840	1.102360	9941	1.122	System.Windows.Forms.TextBox, Text: 0.898689	
23/07/2019 11:14:02 AM		4.00.400935	005695288	9946.jpeg	752	1053	1.093840	1.106136	9946	1.126	System.Windows.Forms.TextBox, Text: 0.900658	
23/07/2019 11:14:23 AM		4.00.400935	005695288	9951.jpeg	752	1053	1.126011	1.110510	9951	1.13	System.Windows.Forms.TextBox, Text: 0.901975	
23/07/2019 11:14:44 AM		4.00.400935	005695288	9956.jpeg	752	1055	1.126011	1.114309	9956	1.135	System.Windows.Forms.TextBox, Text: 0.901449	
23/07/2019 11:15:05 AM		4.00.400935	005695288	9961.jpeg	752	1053	1.109692	1.118799	9961	1.139	System.Windows.Forms.TextBox, Text: 0.902734	
23/07/2019 11:15:26 AM		4.00.400935	005695288	9966.jpeg	752	1055	1.109692	1.122923	9966	1.143	System.Windows.Forms.TextBox, Text: 0.900842	
23/07/2019 11:15:48 AM		4.00.400935	005695288	9971.jpeg	752	1055	1.142817	1.127608	9971	1.148	System.Windows.Forms.TextBox, Text: 0.902195	
23/07/2019 11:16:09 AM		4.00.400935	005695288	9976.jpeg	752	1055	1.142817	1.131772	9976	1.152	System.Windows.Forms.TextBox, Text: 0.903930	
23/07/2019 11:16:30 AM		4.00.400935	005695288	9981.jpeg	753	1056	1.126011	1.136644	9981	1.157	System.Windows.Forms.TextBox, Text: 0.906165	
23/07/2019 11:16:51 AM		4.00.400935	005695288	9986.jpeg	754	1056	1.126011	1.140700	9986	1.161	System.Windows.Forms.TextBox, Text: 0.906083	
23/07/2019 11:17:13 AM		4.00.400935	005695288	9991.jpeg	754	1055	1.160133	1.145377	9991	1.165	System.Windows.Forms.TextBox, Text: 0.906646	
23/07/2019 11:17:34 AM		4.00.400935	005695288	9996.jpeg	755	1056	1.160133	1.149298	9996	1.17	System.Windows.Forms.TextBox, Text: 0.908333	
23/07/2019 11:17:55 AM		4.00.400935	005695288	10001.jpeg	755	1056	1.142817	1.153998	10001	1.174	System.Windows.Forms.TextBox, Text: 0.908669	
23/07/2019 11:18:16 AM		4.00.400935	005695288	10006.jpeg	754	1056	1.142817	1.158072	10006	1.179	System.Windows.Forms.TextBox, Text: 0.908973	
23/07/2019 11:18:37 AM		4.00.400935	005695288	10011.jpeg	754	1056	1.177981	1.162697	10011	1.183	System.Windows.Forms.TextBox, Text: 0.910382	
23/07/2019 11:18:59 AM		4.00.400935	005695288	10016.jpeg	754	1055	1.177981	1.166681	10016	1.188	System.Windows.Forms.TextBox, Text: 0.909232	
23/07/2019 11:19:20 AM		4.00.400935	005695288	10021.jpeg	754	1055	1.160133	1.171457	10021	1.192	System.Windows.Forms.TextBox, Text: 0.910345	
23/07/2019 11:19:41 AM		4.00.400935	005695288	10026.jpeg	754	1055	1.160133	1.175787	10026	1.197	System.Windows.Forms.TextBox, Text: 0.912678	
23/07/2019 11:20:02 AM		4.00.400935	005695288	10031.jpeg	754	1056	1.196387	1.180415	10031	1.202	System.Windows.Forms.TextBox, Text: 0.912345	
23/07/2019 11:20:24 AM		4.00.400935	005695288	10036.jpeg	754	1054	1.196387	1.184630	10036	1.206	System.Windows.Forms.TextBox, Text: 0.912565	
23/07/2019 11:20:45 AM		4.00.400935	005695288	10041.jpeg	754	1054	1.177981	1.189550	10041	1.211	System.Windows.Forms.TextBox, Text: 0.913763	
23/07/2019 11:21:06 AM		4.00.400935	005695288	10046.jpeg	754	1054	1.177981	1.193994	10046	1.215	System.Windows.Forms.TextBox, Text: 0.914061	
23/07/2019 11:21:27 AM		4.00.400935	005695288	10051.jpeg	754	1054	1.215377	1.199097	10051	1.22	System.Windows.Forms.TextBox, Text: 0.914733	
23/07/2019 11:21:48 AM		4.00.400935	005695288	10056.jpeg	754	1055	1.215377	1.203453	10056	1.225	System.Windows.Forms.TextBox, Text: 0.916349	
23/07/2019 11:22:10 AM		4.00.400935	005695288	10061.jpeg	754	1053	1.196387	1.208254	10061	1.229	System.Windows.Forms.TextBox, Text: 0.917276	
23/07/2019 11:22:31 AM		4.00.400935	005695288	10066.jpeg	754	1056	1.196387	1.212284	10066	1.234	System.Windows.Forms.TextBox, Text: 0.918598	
23/07/2019 11:22:52 AM		4.00.400935	005695288	10071.jpeg	754	1053	1.234980	1.217160	10071	1.239	System.Windows.Forms.TextBox, Text: 0.920726	
23/07/2019 11:23:13 AM		4.00.400935	005695288	10076.jpeg	754	1060	1.234980	1.221431	10076	1.243	System.Windows.Forms.TextBox, Text: 0.919897	
23/07/2019 11:23:34 AM		4.00.400935	005695288	10081.jpeg	755	1058	1.215377	1.226225	10081	1.248	System.Windows.Forms.TextBox, Text: 0.917093	
23/07/2019 11:24:00 AM		4.00.400935	005695288	10086.jpeg	755	1060	1.215377	1.230492	10086	1.253	System.Windows.Forms.TextBox, Text: 0.919217	
23/07/2019 11:24:21 AM		4.00.400935	005695288	10091.jpeg	756	1058	1.255226	1.235424	10091	1.258	System.Windows.Forms.TextBox, Text: 0.919083	
23/07/2019 11:24:42 AM		4.00.400935	005695288	10096.jpeg	755	1060	1.255226	1.240088	10096	1.263	System.Windows.Forms.TextBox, Text: 0.920101	
23/07/2019 11:25:04 AM		4.00.400935	005695288	10101.jpeg	755	1053	1.234980	1.245062	10101	1.267	System.Windows.Forms.TextBox, Text: 0.919663	
23/07/2019 11:25:25 AM		4.00.400935	005695288	10106.jpeg	756	1057	1.234980	1.249568	10106	1.272	System.Windows.Forms.TextBox, Text: 0.922701	
23/07/2019 11:26:11 AM		4.00.400935	005695288	10111.jpeg	756	1055	1.234980	1.167099	10111	1.277	System.Windows.Forms.TextBox, Text: 0.107131	
23/07/2019 11:26:32 AM		4.00.400935	005695288	10116.jpeg	756	1055	1.248404	1.259423	10116	1.282	System.Windows.Forms.TextBox, Text: 0.922557	
23/07/2019 11:26:53 AM		4.00.400935	005695288	10121.jpeg	756	1053	1.262122	1.264719	10121	1.287	System.Windows.Forms.TextBox, Text: 0.925010	
23/07/2019 11:27:14 AM		4.00.400935	005695288	10126.jpeg	755	1054	1.255226	1.269233	10126	1.292	System.Windows.Forms.TextBox, Text: 0.923654	
23/07/2019 11:27:50 AM		4.00.400935	005695288	10131.jpeg	756	1058	1.255226	1.244429	10131	1.297	System.Windows.Forms.TextBox, Text: 0.393793	
23/07/2019 11:28:11 AM		4.00.400935	005695288	10136.jpeg	756	1057	1.403761	1.279249	10136	1.302	System.Windows.Forms.TextBox, Text: 0.926105	
23/07/2019 11:28:33 AM		4.00.400935	005695288	10141.jpeg	756	1055	1.411603	1.284424	10141	1.307	System.Windows.Forms.TextBox, Text: 0.926029	
23/07/2019 11:29:28 AM		4.00.400935	005695288	10146.jpeg	756	1056	1.276146	1.196653	10146	1.312	System.Windows.Forms.TextBox, Text: 0.117496	
23/07/2019 11:29:49 AM		4.00.400935	005695288	10151.jpeg	756	1059	1.419533	1.293928	10151	1.317	System.Windows.Forms.TextBox, Text: 0.930757	
23/07/2019 11:30:11 AM		4.00.400935	005695288	10156.jpeg	756	1059	1.427553	1.298599	10156	1.322	System.Windows.Forms.TextBox, Text: 0.931249	
23/07/2019 11:30:45 AM		4.00.400935	005695288	10161.jpeg	757	1059	1.290485	1.272970	10161	1.327	System.Windows.Forms.TextBox, Text: 0.403069	
23/07/2019 11:31:07 AM		4.00.400935	005695288	10166.jpeg	756	1059	1.435664	1.308571	10166	1.332	System.Windows.Forms.TextBox, Text: 0.933268	
23/07/2019 11:31:28 AM		4.00.400935	005695288	10171.jpeg	757	1060	1.443868	1.313746	10171	1.337	System.Windows.Forms.TextBox, Text: 0.932080	
23/07/2019 11:32:35 AM		4.00.400935	005695288	10176.jpeg	758	1059	1.305149	1.286908	10176	1.342	System.Windows.Forms.TextBox, Text: 0.388731	
23/07/2019 11:33:10 AM		4.00.400935	005695288	10181.jpeg	758	1059	1.312607	1.292729	10181	1.347	System.Windows.Forms.TextBox, Text: 0.383790	
23/07/2019 11:33:31 AM		4.00.400935	005695288	10186.jpeg	757	1059	1.460560	1.329423	10186	1.352	System.Windows.Forms.TextBox, Text: 0.931724	
23/07/2019 11:35:30 AM		4.00.400935	005695288	10191.jpeg	758	1060	1.320151	1.302555	10191	1.357	System.Windows.Forms.TextBox, Text: 0.416349	
23/07/2019 11:35:58 AM		4.00.400935	005695288	10196.jpeg	757	1059	1.469052	1.339433	10196	1.362	System.Windows.Forms.TextBox, Text: 0.936035	
23/07/2019 11:36:20 AM		4.00.400935	005695288	10201.jpeg	758	1059	1.477643	1.344714	10201	1.368	System.Windows.Forms.TextBox, Text: 0.934070	
23/07/2019 11:37:00 AM		4.00.400935	005695288	10206.jpeg	758	1059	1.335502	1.316386	10206	1.373	System.Windows.Forms.TextBox, Text: 0.350698	
23/07/2019 11:37:21 AM		4.00.400935	005695288	10211.jpeg	758	1059	1.486335	1.354667	10211	1.378	System.Windows.Forms.TextBox, Text: 0.937102	
23/07/2019 11:37:43 AM		4.00.400935	005695288	10216.jpeg	758	1060	1.495130	1.359449	10216	1.383	System.Windows.Forms.TextBox, Text: 0.936030	
23/07/2019 11:38:04 AM		4.00.400935	005695288	10221.jpeg	758	1060	1.486335	1.364853	10221	1.389	System.Windows.Forms.TextBox, Text: 0.935788	
23/07/2019 11:38:26 AM		4.00.400935	005695288	10226.jpeg	758	1059	1.504029	1.369798	10226	1.394	System.Windows.Forms.TextBox, Text: 0.935586	
23/07/2019 11:38:48 AM		4.00.400935	005695288	10231.jpeg	758	1060	1.495130	1.375251	10231	1.399	System.Windows.Forms.TextBox, Text: 0.938180	
23/07/2019 11:39:09 AM		4.00.400935	005695288	10236.jpeg	758	1059	1.504029	1.380209	10236	1.405	System.Windows.Forms.TextBox, Text: 0.938961	
23/07/2019 11:39:31 AM		4.00.400935	005695288	10241.jpeg	758	1059	1.522150	1.385801	10241	1.41	System.Windows.Forms.TextBox, Text: 0.937238	
23/07/2019 11:39:52 AM		4.00.400935	005695288	10246.jpeg	758	1059	1.513036	1.391168	10246	1.415	System.Windows.Forms.TextBox, Text: 0.939569	
23/07/2019 11:40:14 AM		4.00.400935	005695288	10251.jpeg	759	1059	1.522150	1.396824	10251	1.421	System.Windows.Forms.TextBox, Text: 0.939356	
23/07/2019 11:40:35 AM		4.00.400935	005695288	10256.jpeg	759	1059	1.540713	1.401979	10256	1.426	System.Windows.Forms.TextBox, Text: 0.942286	
23/07/2019 11:40:57 AM		4.00.400935	005695288	10261.jpeg	760	1059	1.531375	1.407763	10261	1.432	System.Windows.Forms.TextBox, Text: 0.939822	
23/07/2019 11:41:19 AM		4.00.400935	005695288	10266.jpeg	759	1059	1.550165	1.412466	10266	1.437	System.Windows.Forms.TextBox, Text: 0.943002	
23/07/2019 11:41:40 AM		4.00.400935	005695288	10271.jpeg	760	1059	1.540713	1.417954	10271	1.443	System.Windows.Forms.TextBox, Text: 0.940922	
23/07/2019 11:42:02 AM		4.00.400935	005695288	10276.jpeg	759	1057	1.550165	1.423136	10276	1.448	System.Windows.Forms.TextBox, Text: 0.939773	
23/07/2019 11:42:24 AM		4.00.400935	005695288	10281.jpeg	760	1060	1.569422	1.428619	10281	1.454	System.Windows.Forms.TextBox, Text: 0.942816	
23/07/2019 11:42:45 AM		4.00.400935	005695288	10286.jpeg	760	1059	1.559734	1.433689	10286	1.459	System.Windows.Forms.TextBox, Text: 0.944650	
23/07/2019 11:43:07 AM		4.00.400935	005695288	10291.jpeg	760	1059	1.579231	1.439402	10291	1.465	System.Windows.Forms.TextBox, Text: 0.945107	
23/07/2019 11:43:28 AM		4.00.400935	005695288	10296.jpeg	760	1057	1.569422	1.444759	10296	1.47	System.Windows.Forms.TextBox, Text: 0.946016	
23/07/2019 11:43:50 AM		4.00.400935	005695288	10301.jpeg	760	1057	1.579231	1.450438	10301	1.476	System.Windows.Forms.TextBox, Text: 0.948326	
23/07/2019 11:44:12 AM		4.00.400935	005695288	10306.jpeg	760	1057	1.599221	1.455664	10306	1.482	System.Windows.Forms.TextBox, Text: 0.947506	
23/07/2019 11:44:33 AM		4.00.400935	005695288	10311.jpeg	760	1056	1.589163	1.461651	10311	1.487	System.Windows.Forms.TextBox, Text: 0.945501	
23/07/2019 11:44:55 AM		4.00.400935	005695288	10316.jpeg	760	1057	1.609407	1.467283	10316	1.493	System.Windows.Forms.TextBox, Text: 0.944664	
23/07/2019 11:45:16 AM		4.00.400935	005695288	10321.jpeg	761	1057	1.619724	1.473292	10321	1.499	System.Windows.Forms.TextBox, Text: 0.947549	
23/07/2019 11:45:38 AM		4.00.400935	005695288	10326.jpeg	760	1057	1.609407	1.478537	10326	1.504	System.Windows.Forms.TextBox, Text: 0.945085	
23/07/2019 11:46:00 AM		4.00.400935	005695288	10331.jpeg	761	1059	1.630174	1.484549	10331	1.51	System.Windows.Forms.TextBox, Text: 0.946799	
23/07/2019 11:46:21 AM		4.00.400935	005695288	10336.jpeg	760	1056	1.619724	1.489529	10336	1.516	System.Windows.Forms.TextBox, Text: 0.948061	
23/07/2019 11:46:43 AM		4.00.400935	005695288	10341.jpeg	761	1057	1.640759	1.495272	10341	1.522	System.Windows.Forms.TextBox, Text: 0.948633	
23/07/2019 11:47:04 AM		4.00.400935	005695288	10346.jpeg	761	1057	1.630174	1.500609	10346	1.527	System.Windows.Forms.TextBox, Text: 0.952028	
23/07/2019 11:47:26 AM		4.00.400935	005695288	10351.jpeg	761	1057	1.640759	1.506437	10351	1.533	System.Windows.Forms.TextBox, Text: 0.950129	
23/07/2019 11:47:47 AM		4.00.400935	005695288	10356.jpeg	761	1057	1.511226	1.511760	10356	1.539	System.Windows.Forms.TextBox, Text: 0.949136	
23/07/2019 11:48:09 AM		4.00.400935	005695288	10361.jpeg	762	1057	1.651483	1.517860	10361	1.545	System.Windows.Forms.TextBox, Text: 0.951188	
23/07/2019 11:48:30 AM		4.00.400935	005695288	10366.jpeg	762	1060	1.521234	1.523236	10366	1.551	System.Windows.Forms.TextBox, Text: 0.949728	
23/07/2019 11:48:52 AM		4.00.400935	005695288	10371.jpeg	762	1058	1.662348	1.529311	10371	1.557	System.Windows.Forms.TextBox, Text: 0.949686	
23/07/2019 11:49:13 AM		4.00.400935	005695288	10376.jpeg	762	1057	1.684513	1.534902	10376	1.563	System.Windows.Forms.TextBox, Text: 0.951133	
23/07/2019 11:49:35 AM		4.00.400935	005695288	10381.jpeg	762	1057	1.673357	1.541344	10381	1.569	System.Windows.Forms.TextBox, Text: 0.954964	
23/07/2019 11:49:56 AM		4.00.400935	005695288	10386.jpeg	762	1058	1.684513	1.547119	10386	1.575	System.Windows.Forms.TextBox, Text: 0.948606	
